ticker,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
TIP,iShares TIPS Bond ETF,Bond,"$21,168,960,449.00 ",0.95%,"1,150,598",$117.68 ,0.46%,No,No,0.88%,1.11%,8.58%,10.97%,12.01%,"$163,232,308.00 ","$233,158,720.00 ","$547,999,294.00 ","($1,586,374,515.00)","($842,737,551.00)","$8,265,970,654.00 ",Inflation-Protected Bonds,12/4/2003,0.19%,2 Platforms,$2.04 ,12/19/2019,$0.11 ,1.75%,0,0.52,42,55.13%,35%,15%,1099,$116.01 ,$117.18 ,$117.51 ,$117.84 ,64.11,A,A+,A-,B-,B,A-,A-,6.7,96.00%,81.14%,0,0.00%,0.00%
SHV,iShares Short Treasury Bond ETF,Bond,"$21,162,062,813.00 ",0.02%,"1,835,672",$110.48 ,0.00%,No,No,0.05%,0.12%,2.33%,4.84%,5.12%,"$143,545,220.00 ","$298,145,957.00 ","$485,536,718.00 ","$448,625,416.00 ","$17,256,529,171.00 ","$18,170,794,489.00 ",Government Bonds,1/11/2007,0.15%,N/A,$2.42 ,12/19/2019,$0.17 ,2.19%,0,-0.08,53,51.87%,35%,15%,1099,$110.29 ,$110.48 ,$110.47 ,$110.49 ,80.87,A-,A,A,B+,A+,B-,B-,6.7,90.32%,81.14%,0,0.00%,0.00%
SCHF,Schwab International Equity ETF,Equity,"$20,642,905,855.00 ",-0.27%,"2,523,267",$33.54 ,-1.06%,No,No,-0.53%,2.35%,23.13%,31.70%,32.82%,$0.00 ,"$67,156,440.00 ","$347,646,522.00 ","$2,702,026,208.00 ","$11,600,802,970.00 ","$16,012,227,410.00 ",Foreign Large Cap Equities,11/3/2009,0.06%,Charles Schwab,$0.99 ,12/12/2019,$0.73 ,2.93%,15,0.84,1352,14.87%,35%,15%,1099,$32.49 ,$34.09 ,$33.41 ,$33.68 ,60.13,A,A,A+,B+,A-,B,A,6.8,47.43%,82.82%,163.58,11.04%,6.36%
XLV,Health Care Select Sector SPDR Fund,Equity,"$19,948,291,901.00 ",-0.61%,"7,973,875",$101.24 ,-0.87%,No,No,-1.01%,1.48%,23.56%,54.30%,59.70%,"$5,008,111.00 ","$36,289,462.00 ","$282,733,403.50 ","($1,013,806,462.50)","$142,984,156.00 ","$2,151,922,524.49 ",Health & Biotech Equities,12/16/1998,0.13%,N/A,$1.78 ,12/30/2019,$0.67 ,1.75%,17.3,0.9,62,51.81%,35%,15%,1099,$98.70 ,$103.33 ,$100.52 ,$101.89 ,63.66,A,A+,A,B+,B+,A-,B+,5.43,65.57%,48.13%,17.93,0.00%,12.97%
SCHX,Schwab U.S. Large-Cap ETF,Equity,"$19,867,448,043.00 ",0.22%,"890,177",$76.98 ,-0.68%,No,No,-0.09%,2.95%,34.75%,53.11%,73.20%,"$26,891,452.00 ","$53,723,469.00 ","$130,081,470.00 ","$2,208,577,419.00 ","$7,975,836,164.50 ","$10,736,094,240.00 ",Large Cap Growth Equities,11/3/2009,0.03%,Charles Schwab,$1.49 ,12/12/2019,$0.47 ,1.92%,20.78,1,756,21.41%,35%,15%,1099,$73.96 ,$77.89 ,$76.67 ,$77.26 ,67.1,A+,A,A+,B,B+,A-,A,5.55,47.34%,50.92%,177.42,11.10%,5.41%
SDY,SPDR S&P Dividend ETF,Equity,"$19,810,943,664.00 ",-0.72%,"519,619",$106.80 ,-0.46%,No,No,-0.78%,0.69%,24.80%,34.50%,53.95%,"($69,718,712.50)","($64,334,729.50)","$42,715,035.50 ","$283,649,525.00 ","$1,010,455,676.00 ","$859,084,262.93 ",All Cap Equities,11/15/2005,0.35%,N/A,$2.64 ,12/20/2019,$0.79 ,2.46%,17.09,0.82,113,17.67%,35%,15%,1099,$105.38 ,$108.23 ,$106.42 ,$107.08 ,56.52,B,A,B+,C+,A-,B-,C+,5.64,48.42%,53.70%,201.34,3.26%,7.79%
HYG,iShares iBoxx $ High Yield Corporate Bond ETF,Bond,"$19,214,709,533.00 ",0.32%,"16,630,654",$88.22 ,-0.10%,No,No,0.34%,1.84%,14.55%,18.94%,28.12%,"$158,201,634.00 ","($61,404,291.00)","$42,512,454.00 ","$5,288,485,065.00 ","($9,694,908.00)","$4,904,448,932.00 ",High Yield Bonds,4/11/2007,0.49%,Fidelity,$4.39 ,12/19/2019,$0.31 ,4.99%,0,0.32,989,4.32%,35%,15%,1099,$86.42 ,$88.59 ,$88.08 ,$88.32 ,72.05,A,A,B-,B+,B,A,A,3.03,24.32%,7.41%,305.85,7.26%,2.29%
MDY,SPDR S&P MidCap 400 ETF,Equity,"$19,078,977,508.00 ",-0.38%,"918,198",$373.97 ,-0.52%,No,No,-0.37%,1.68%,27.86%,28.87%,51.58%,"$18,793,876.00 ","$9,412,724.00 ","($411,301,478.50)","($1,479,152,808.48)","($4,339,957,015.20)","($2,882,843,181.72)",Small Cap Growth Equities,5/4/1995,0.24%,N/A,$5.04 ,12/20/2019,$1.45 ,1.34%,18.87,1.06,400,6.24%,35%,15%,1099,$363.97 ,$379.35 ,$371.75 ,$375.52 ,61.14,B+,A+,B,B,C,B-,B,4.21,55.93%,21.50%,189.61,5.27%,5.18%
VXUS,Vanguard Total International Stock ETF,Equity,"$18,803,718,849.00 ",-0.13%,"1,476,166",$55.62 ,-1.23%,No,No,-0.50%,3.25%,23.20%,32.61%,33.49%,"$16,080,209.80 ","$91,570,638.86 ","$797,977,234.23 ","$6,191,244,246.91 ","$10,451,278,953.90 ","$13,729,445,796.99 ",Foreign Large Cap Equities,1/26/2011,0.09%,Vanguard,$2.20 ,12/23/2019,$0.63 ,3.91%,15.1,0.85,1039,9.02%,35%,15%,1099,$53.34 ,$56.61 ,$55.49 ,$55.83 ,62.77,A,A,A+,B+,B,A-,A,6.09,15.00%,66.89%,208.54,8.36%,5.65%
DVY,iShares Select Dividend ETF,Equity,"$18,525,882,000.00 ",-0.94%,"538,856",$104.67 ,-0.64%,No,No,-0.83%,1.63%,22.99%,30.60%,55.47%,"($10,550,269.00)","($21,116,174.00)","($7,563,879.00)","($864,981,702.00)","($1,235,264,912.00)","($1,544,436,679.50)",Large Cap Value Equities,11/3/2003,0.39%,Fidelity,$3.60 ,12/16/2019,$0.89 ,3.42%,14.91,0.74,101,19.11%,35%,15%,1099,$102.17 ,$106.81 ,$104.43 ,$104.91 ,56.9,B+,A,B,C+,B,A-,B-,4.94,19.30%,37.14%,836.89,16.38%,3.61%
IXUS,iShares Core MSCI Total International Stock ETF,Equity,"$18,385,490,412.00 ",-0.08%,"917,145",$61.85 ,-1.20%,No,No,-0.40%,3.14%,22.81%,33.16%,33.61%,$0.00 ,$0.00 ,"$284,576,746.00 ","$3,630,884,322.00 ","$12,991,694,063.00 ","$15,897,228,845.00 ",Foreign Large Cap Equities,10/18/2012,0.09%,Fidelity,$1.83 ,12/16/2019,$0.89 ,2.92%,14.83,0.84,4354,8.97%,35%,15%,1099,$59.37 ,$62.93 ,$61.73 ,$62.08 ,62.97,A,A,A,B+,B+,A-,A,6.09,15.14%,67.05%,204.23,8.63%,5.98%
IVE,iShares S&P 500 Value ETF,Equity,"$17,855,875,710.00 ",-0.33%,"819,369",$129.66 ,-0.71%,No,No,-0.42%,2.24%,33.80%,37.24%,55.74%,"$39,147,985.00 ","$78,191,515.00 ","$166,285,790.00 ","($595,210,295.50)","$982,984,618.50 ","$4,376,147,610.00 ",Large Cap Value Equities,5/22/2000,0.18%,2 Platforms,$2.74 ,12/16/2019,$0.74 ,2.10%,18.04,1,396,21.64%,35%,15%,1099,$125.62 ,$131.81 ,$129.31 ,$130.00 ,64.17,A,A,A-,B+,B+,B+,A-,5.5,44.62%,49.73%,231.82,10.82%,4.13%
TLT,iShares 20+ Year Treasury Bond ETF,Bond,"$17,661,206,492.00 ",2.69%,"8,968,060",$139.12 ,1.54%,No,No,1.31%,0.72%,15.26%,25.88%,22.77%,"($55,415,106.00)","($206,420,931.00)","($561,883,179.00)","$6,312,994,426.00 ","$11,020,441,879.00 ","$9,760,186,199.00 ",Government Bonds,7/26/2002,0.15%,2 Platforms,$3.07 ,12/19/2019,$0.22 ,2.24%,0,-0.32,39,61.69%,35%,15%,1099,$135.45 ,$139.52 ,$138.28 ,$139.56 ,53.46,B-,A+,B-,C,C+,A,C+,6.7,96.12%,81.14%,0,0.00%,0.00%
SHY,iShares 1-3 Year Treasury Bond ETF,Bond,"$17,595,957,212.00 ",0.13%,"1,917,403",$84.74 ,0.08%,No,No,0.15%,0.30%,3.29%,5.30%,6.20%,"($152,345,196.00)","($143,872,828.00)","($17,030,013.00)","($3,520,189,647.00)","$6,547,910,713.00 ","$9,272,088,956.00 ",Government Bonds,7/22/2002,0.15%,2 Platforms,$1.79 ,12/19/2019,$0.14 ,2.12%,0,-0.03,93,48.95%,35%,15%,1099,$84.40 ,$84.69 ,$84.70 ,$84.77 ,65.09,A,A,B,A,A+,C,B+,6.7,90.32%,81.14%,0,0.00%,0.00%
IEF,iShares 7-10 Year Treasury Bond ETF,Bond,"$17,506,381,603.00 ",1.13%,"3,638,772",$111.47 ,0.67%,No,No,0.70%,0.59%,8.16%,13.15%,14.44%,"($298,103,377.00)","($275,971,847.00)","($1,140,046,618.00)","$4,302,380,235.00 ","$9,236,240,387.00 ","$9,753,705,490.00 ",Government Bonds,7/26/2002,0.15%,Fidelity,$2.29 ,12/19/2019,$0.16 ,2.07%,0,-0.17,21,97.66%,35%,15%,1099,$109.96 ,$111.30 ,$111.18 ,$111.63 ,55.2,A-,A,B+,B,B+,B+,B-,6.7,96.12%,81.14%,0,0.00%,0.00%
PFF,iShares Preferred and Income Securities ETF,Preferred Stock,"$17,119,512,208.00 ",0.80%,"3,789,120",$37.89 ,0.21%,No,No,1.01%,3.21%,15.56%,20.44%,23.23%,"$144,996,760.00 ","$156,247,396.00 ","$104,841,834.50 ","$2,268,173,027.50 ","$413,298,356.00 ","$6,288,844,428.50 ",Preferred Stock/Convertible Bonds,3/30/2007,0.46%,Fidelity,$2.00 ,12/19/2019,$0.15 ,5.29%,13.58,0.19,490,13.09%,35%,15%,1099,$36.55 ,$37.95 ,$37.77 ,$37.95 ,74.07,A+,A+,A-,A,A-,A-,A+,3.45,9.09%,11.66%,367.01,6.69%,1.89%
RSP,Invesco S&P 500® Equal Weight ETF,Equity,"$16,709,442,479.00 ",-0.29%,"424,919",$115.39 ,-0.57%,No,No,-0.26%,2.25%,31.00%,40.39%,56.50%,"($11,573,428.00)","($11,573,428.00)","($176,553,037.00)","$143,023,752.50 ","$793,740,815.00 ","$1,876,784,189.46 ",Large Cap Growth Equities,4/30/2003,0.20%,Charles Schwab,$2.49 ,12/23/2019,$0.47 ,2.15%,16.43,1.02,506,2.27%,35%,15%,1099,$111.78 ,$117.00 ,$115.01 ,$115.67 ,63.81,B+,A,B-,B-,B-,B+,A-,5.48,43.81%,49.43%,280.74,8.35%,5.18%
QUAL,iShares Edge MSCI USA Quality Factor ETF,Equity,"$16,431,670,790.00 ",0.22%,"960,214",$101.22 ,-0.65%,No,No,-0.08%,2.69%,37.72%,54.70%,78.16%,"$65,676,065.00 ","$95,909,045.00 ","$626,335,136.50 ","$6,624,825,529.50 ","$9,797,130,056.00 ","$12,380,467,774.00 ",Large Cap Growth Equities,7/16/2013,0.15%,N/A,$1.62 ,12/16/2019,$0.44 ,1.59%,22.07,0.97,126,32.01%,35%,15%,1099,$97.63 ,$102.37 ,$100.77 ,$101.61 ,67.55,A,A,A-,A,A-,B+,B,6.73,94.38%,81.65%,166.84,2.76%,3.77%
SCHB,Schwab U.S. Broad Market ETF,Equity,"$16,340,566,416.00 ",0.18%,"560,500",$77.02 ,-0.67%,No,No,-0.16%,2.79%,34.04%,50.39%,70.32%,"$15,386,940.00 ","$15,386,940.00 ","$45,583,433.50 ","$629,142,398.50 ","$4,418,722,987.00 ","$6,994,925,101.50 ",Large Cap Growth Equities,11/3/2009,0.03%,Charles Schwab,$1.46 ,12/12/2019,$0.46 ,1.89%,20.42,1.02,2395,20.56%,35%,15%,1099,$74.09 ,$77.97 ,$76.67 ,$77.34 ,66.72,A,A,A+,B+,A-,A-,A,5.35,36.10%,46.05%,175.16,10.47%,5.42%
VV,Vanguard Large Cap ETF,Equity,"$16,313,550,338.00 ",0.19%,"185,698",$148.12 ,-0.73%,No,No,-0.09%,2.93%,34.76%,53.28%,73.20%,"$15,045,080.66 ","$26,403,647.74 ","$51,349,389.00 ","$346,079,481.09 ","$3,278,099,568.03 ","$5,477,832,446.35 ",Large Cap Growth Equities,1/27/2004,0.04%,Vanguard,$3.33 ,12/24/2019,$0.77 ,2.23%,22.3,1,580,22.02%,35%,15%,1099,$142.29 ,$149.94 ,$147.52 ,$148.69 ,66.93,A,A,A,B+,B,B+,A,5.6,51.89%,52.45%,183.4,11.45%,5.38%
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,Bond,"$15,847,390,166.00 ",-0.13%,"2,838,408",$114.41 ,-0.25%,No,No,-0.29%,2.27%,14.84%,20.22%,33.19%,"$22,764,774.00 ","$239,088,612.00 ","$852,006,224.00 ","($269,775,354.00)","$6,913,376,799.00 ","$10,676,647,390.00 ",Emerging Markets Bonds,12/17/2007,0.39%,Fidelity,$5.17 ,12/19/2019,$0.44 ,4.53%,0,0.16,478,7.09%,35%,15%,1099,$111.62 ,$115.43 ,$114.23 ,$114.55 ,65.09,A-,A+,C+,A-,A,B,A,3.16,51.67%,8.52%,1231.68,0.41%,0.03%
GOVT,iShares U.S. Treasury Bond ETF,Bond,"$15,780,301,164.00 ",0.69%,"4,026,672",$26.12 ,0.50%,No,No,0.50%,0.45%,6.62%,10.74%,11.00%,"$72,583,375.00 ","$77,773,793.00 ","$433,263,318.00 ","$7,685,175,247.00 ","$12,479,394,855.00 ","$15,029,385,403.00 ",Government Bonds,2/14/2012,0.15%,Fidelity,$0.51 ,12/19/2019,$0.04 ,1.98%,0,-0.1,149,34.22%,35%,15%,1099,$25.85 ,$26.11 ,N/A,N/A,56.05,A-,A-,B+,B+,A-,B-,B+,6.7,96.12%,81.14%,0,0.00%,0.00%
MUB,iShares National AMT-Free Muni Bond ETF,Bond,"$15,540,346,578.00 ",0.45%,"729,352",$114.42 ,0.36%,No,No,0.39%,0.65%,7.26%,13.66%,15.81%,"$136,652,627.00 ","$148,033,027.00 ","$318,877,510.00 ","$2,982,906,081.00 ","$6,644,221,240.00 ","$10,944,876,378.00 ",National Munis,9/7/2007,0.07%,2 Platforms,$2.76 ,12/19/2019,$0.22 ,2.42%,0,-0.05,4181,2.89%,35%,15%,1099,$113.59 ,$114.17 ,$114.31 ,$114.50 ,67.3,A+,A,B,B+,A,B+,A+,N/A,N/A,N/A,N/A,N/A,N/A
XLY,Consumer Discretionary Select Sector SPDR Fund,Equity,"$14,769,939,472.00 ",0.33%,"3,047,669",$125.83 ,-0.85%,No,No,-0.17%,3.70%,30.67%,60.70%,88.52%,"$361,960,760.50 ","$362,173,665.50 ","$186,853,782.00 ","$164,075,949.50 ","($1,542,028,617.00)","($1,410,068,671.56)",Consumer Discretionary Equities,12/16/1998,0.13%,N/A,$1.60 ,12/20/2019,$0.41 ,1.26%,22.73,1.09,65,64.54%,35%,15%,1099,$120.17 ,$127.33 ,$125.30 ,$126.28 ,62.22,A,A+,A,B+,A,A-,B+,5.06,46.67%,39.83%,44.87,25.07%,0.65%
VBR,Vanguard Small Cap Value ETF,Equity,"$14,757,124,733.00 ",-0.50%,"287,284",$136.39 ,-0.36%,No,No,-0.33%,1.88%,23.41%,19.83%,43.02%,"$45,042,050.33 ","$18,226,219.69 ","$164,905,618.32 ","$877,554,985.57 ","$3,316,493,654.09 ","$7,204,333,688.45 ",Small Cap Blend Equities,1/30/2004,0.07%,2 Platforms,$3.64 ,12/24/2019,$1.02 ,2.66%,16,1.1,828,5.42%,35%,15%,1099,$132.75 ,$138.56 ,$135.65 ,$136.85 ,60.66,A+,A,A+,B,A,A,A,4.1,48.89%,19.72%,180.57,5.33%,4.40%
VGK,Vanguard FTSE Europe ETF,Equity,"$14,710,869,249.00 ",-0.43%,"2,995,125",$58.35 ,-1.25%,No,No,-0.51%,3.38%,25.94%,34.36%,31.89%,"$66,289.87 ","$2,209,087.74 ","$109,943,907.87 ","($455,485,047.07)","$1,791,704,481.81 ","$3,007,894,453.87 ",Europe Equities,3/10/2005,0.09%,2 Platforms,$2.23 ,12/23/2019,$0.33 ,3.79%,16.6,0.85,1097,15.84%,35%,15%,1099,$55.83 ,$59.46 ,$58.20 ,$58.58 ,62.18,A,A,A+,B,B+,A-,A+,7.7,41.89%,93.81%,150.59,12.67%,5.73%
EWJ,iShares MSCI Japan ETF,Equity,"$14,220,373,566.00 ",-0.07%,"6,579,444",$59.20 ,-1.10%,No,No,-0.64%,-1.25%,19.11%,27.29%,42.54%,$0.00 ,$0.00 ,"($360,892,708.50)","($3,141,863,335.50)","($4,762,195,900.50)","($4,276,747,266.00)",Japan Equities,3/12/1996,0.47%,2 Platforms,$1.20 ,12/16/2019,$0.72 ,2.01%,14.21,0.8,325,19.37%,35%,15%,1099,$59.13 ,$60.25 ,$58.97 ,$59.54 ,50.75,A,A+,B-,B+,A-,B+,B+,5.71,74.38%,56.11%,96.39,7.72%,9.79%
MINT,PIMCO Enhanced Short Maturity Strategy Fund,Bond,"$13,813,778,511.00 ",0.04%,"1,009,481",$101.63 ,0.03%,No,No,0.08%,0.18%,3.34%,7.07%,9.04%,"$92,449,770.00 ","$106,669,467.80 ","$99,558,872.70 ","$1,666,307,297.20 ","$8,169,524,997.90 ","$9,955,073,284.10 ",Total Bond Market,11/16/2009,0.36%,N/A,$2.69 ,12/30/2019,$0.19 ,2.65%,0,0.01,461,29.80%,35%,15%,1099,$101.38 ,$101.61 ,$101.61 ,$101.64 ,91.27,A+,A-,C+,A,A-,A,A+,4.1,9.76%,19.78%,216.7,5.82%,1.40%
BIV,Vanguard Intermediate-Term Bond ETF,Bond,"$13,629,211,683.00 ",0.69%,"697,287",$87.82 ,0.47%,No,No,0.57%,0.77%,10.28%,14.83%,18.35%,"($8,754,000.00)","$61,030,000.00 ","$148,257,000.00 ","($42,227,000.00)","$1,628,559,192.00 ","$8,545,487,277.20 ",Total Bond Market,4/10/2007,0.07%,3 Platforms,$2.60 ,12/23/2019,$0.20 ,2.98%,0,-0.06,39,65.71%,35%,15%,1099,$86.83 ,$87.54 ,$87.64 ,$87.91 ,60.11,A,A,A-,A+,B-,A-,A-,5.85,55.41%,59.69%,434.56,3.44%,1.44%
VT,Vanguard Total World Stock ETF,Equity,"$13,571,837,982.00 ",0.10%,"1,672,298",$81.07 ,-0.90%,No,No,-0.17%,3.04%,29.10%,43.28%,52.96%,"$4,451.70 ","$299,656.76 ","$95,802,903.85 ","($1,242,239,160.60)","$4,348,974,270.07 ","$6,775,210,489.74 ",Large Cap Blend Equities,6/26/2008,0.09%,2 Platforms,$2.37 ,12/23/2019,$0.61 ,2.90%,18.3,0.95,901,11.09%,35%,15%,1099,$77.86 ,$82.22 ,$80.78 ,$81.38 ,65.54,A+,A,A,A-,A-,B+,A+,5.7,25.79%,55.80%,189.28,9.60%,5.56%
XLP,Consumer Staples Select Sector SPDR Fund,Equity,"$13,454,712,881.00 ",-0.95%,"10,291,689",$62.38 ,-0.16%,No,No,-1.38%,0.35%,27.70%,31.09%,47.50%,"$9,052,240.50 ","($229,692,216.00)","($411,897,067.00)","$1,646,253,658.00 ","$3,185,552,028.00 ","$1,138,469,549.70 ",Consumer Staples Equities,12/16/1998,0.13%,N/A,$1.62 ,12/20/2019,$0.51 ,2.59%,20.86,0.58,34,70.14%,35%,15%,1099,$61.75 ,$63.31 ,$62.09 ,$62.66 ,55.46,A,A+,A,B,A-,A,B+,7.18,83.56%,88.15%,59.7,13.09%,17.09%
IGSB,iShares Short-Term Corporate Bond ETF,Bond,"$13,232,704,211.00 ",0.19%,"1,265,881",$53.73 ,0.15%,No,No,0.15%,0.55%,7.06%,9.92%,11.66%,"$29,484,801.50 ","$61,641,876.50 ","($18,655,962.50)","$2,526,066,127.50 ","$2,427,533,451.50 ","$2,427,533,451.50 ",Corporate Bonds,1/11/2007,0.06%,N/A,$1.64 ,12/19/2019,$0.13 ,3.07%,0,0.01,2515,3.94%,N/A,N/A,N/A,$53.35 ,$53.69 ,$53.68 ,$53.76 ,67.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.82,29.27%,34.79%,294.25,8.45%,2.86%
EFAV,iShares Edge MSCI Min Vol EAFE ETF,Equity,"$13,052,614,908.00 ",-0.17%,"753,239",$74.41 ,-0.59%,No,No,-0.47%,0.94%,16.99%,34.20%,42.61%,$0.00 ,$0.00 ,"$264,129,145.00 ","$2,047,070,280.00 ","$5,855,284,087.00 ","$10,704,991,295.00 ",Foreign Large Cap Equities,10/18/2011,0.20%,Fidelity,$3.12 ,12/16/2019,$1.73 ,4.18%,19.79,0.5,280,12.78%,35%,15%,1099,$73.17 ,$74.95 ,$74.24 ,$74.64 ,57.81,A,A,A,B-,A+,B,B+,7.19,70.95%,88.33%,227.92,7.31%,10.55%
GDX,VanEck Vectors Gold Miners ETF,Equity,"$12,960,878,698.00 ",-0.38%,"51,402,020",$29.17 ,-0.61%,No,No,1.04%,8.91%,36.75%,42.29%,59.00%,"$128,749,804.00 ","$289,476,914.00 ","$139,301,770.50 ","($985,407,295.50)","($456,211,887.00)","$4,029,969,395.50 ",Materials,5/22/2006,0.53%,N/A,$0.19 ,12/23/2019,$0.19 ,0.65%,30.07,-0.17,49,60.02%,35%,15%,1099,$25.97 ,$29.78 ,$28.83 ,$29.69 ,61.33,B+,A+,A-,C+,C+,B+,B-,6.12,48.96%,67.76%,441.97,4.88%,0.00%
SPLV,Invesco S&P 500® Low Volatility ETF,Equity,"$11,986,912,000.00 ",-0.55%,"3,542,545",$58.02 ,0.17%,No,No,-0.28%,1.00%,30.43%,48.90%,70.31%,"$14,485,027.50 ","$23,179,860.00 ","($134,587,939.00)","$1,802,179,867.00 ","$2,697,201,736.50 ","$3,233,843,992.00 ",Volatility Hedged Equity,5/5/2011,0.25%,Charles Schwab,$1.30 ,12/23/2019,$0.11 ,2.25%,22.36,0.6,101,12.20%,35%,15%,1099,$56.93 ,$58.41 ,$57.71 ,$58.25 ,57.17,A,A,B+,A+,A,A-,B-,5.91,74.15%,61.50%,870.27,16.71%,5.98%
IWS,iShares Russell Midcap Value ETF,Equity,"$11,845,673,854.00 ",-0.57%,"636,142",$94.23 ,-0.36%,No,No,-0.39%,2.06%,27.76%,24.84%,41.91%,$0.00 ,"($9,428,842.00)","$70,166,181.50 ","($628,123,069.50)","$923,907,326.00 ","$2,440,754,362.00 ",Mid Cap Blend Equities,7/17/2001,0.24%,TD Ameritrade,$1.86 ,12/16/2019,$0.55 ,1.97%,17.76,0.98,632,6.63%,35%,15%,1099,$91.57 ,$95.56 ,$93.79 ,$94.53 ,62.66,A,A+,A-,B-,B+,B,A,5.04,88.37%,39.48%,442.9,8.19%,5.00%
IWP,iShares Russell Midcap Growth ETF,Equity,"$11,698,772,200.00 ",0.63%,"254,453",$153.54 ,-0.40%,No,No,0.25%,2.33%,40.15%,61.47%,72.56%,$0.00 ,$0.00 ,"$127,088,180.00 ","$128,662,269.00 ","$861,511,180.00 ","$1,605,753,025.50 ",All Cap Equities,7/17/2001,0.24%,TD Ameritrade,$0.91 ,12/16/2019,$0.26 ,0.59%,30.13,1.07,404,12.44%,35%,15%,1099,$148.31 ,$154.54 ,$152.38 ,$154.29 ,64.26,A+,A+,A-,A,A,A,A+,4.57,74.29%,27.63%,48.77,3.15%,4.86%
SCHD,Schwab US Dividend Equity ETF,Equity,"$11,630,837,059.00 ",-0.47%,"744,998",$57.65 ,-0.72%,No,No,-0.86%,1.36%,29.22%,44.59%,68.04%,"$63,801,457.50 ","$63,801,457.50 ","$231,712,001.50 ","$2,029,061,595.00 ","$4,524,236,317.04 ","$6,356,320,235.80 ",Large Cap Blend Equities,10/20/2011,0.06%,Charles Schwab,$1.73 ,12/12/2019,$0.47 ,2.97%,17.27,0.93,100,44.04%,35%,15%,1099,$56.53 ,$58.53 ,$57.49 ,$57.82 ,58.81,A,A,A,A,A,A,B-,6.3,80.00%,72.22%,81.49,5.89%,6.31%
JNK,SPDR Barclays High Yield Bond ETF,Bond,"$11,596,287,108.00 ",0.33%,"4,979,967",$109.90 ,-0.07%,No,No,0.32%,1.95%,16.45%,19.83%,24.29%,"$153,413,466.00 ","$87,743,592.00 ","$850,904,610.00 ","$4,426,178,663.08 ","($280,508,536.92)","$2,702,637,811.36 ",High Yield Bonds,11/28/2007,0.40%,TD Ameritrade,$4.94 ,12/20/2019,$0.47 ,4.51%,0,0.34,881,6.36%,35%,15%,1099,$107.55 ,$110.40 ,$109.72 ,$110.01 ,73.66,A+,A+,A-,B,B,A,A,3.06,27.05%,7.69%,284.41,7.79%,2.25%
ACWI,iShares MSCI ACWI ETF,Equity,"$11,283,831,424.00 ",0.16%,"2,094,416",$79.38 ,-0.86%,No,No,-0.21%,3.09%,28.93%,43.15%,52.11%,$0.00 ,$0.00 ,$0.00 ,"($2,043,647,442.00)","$3,025,709,478.00 ","$1,497,539,268.00 ",Large Cap Blend Equities,3/26/2008,0.32%,2 Platforms,$1.83 ,12/16/2019,$0.88 ,2.29%,18.16,0.93,2285,12.40%,35%,15%,1099,$76.26 ,$80.50 ,$79.05 ,$79.70 ,65.76,A,A,A-,A-,A-,B,A,5.97,36.80%,63.32%,182.5,10.20%,5.78%
XLE,Energy Select Sector SPDR Fund,Equity,"$11,238,276,352.00 ",0.60%,"13,770,278",$60.40 ,-0.30%,No,No,0.85%,4.16%,10.26%,-9.77%,-9.74%,"$277,833,612.00 ","$416,279,584.00 ","$781,940,187.00 ","($2,678,879,918.50)","($3,046,674,572.50)","$2,809,577,421.50 ",Energy Equities,12/16/1998,0.13%,N/A,$3.44 ,12/30/2019,$1.79 ,5.68%,19.73,1.2,29,75.34%,35%,15%,1099,$57.26 ,$61.25 ,$59.90 ,$61.11 ,61,A,A+,A,B,A,A-,B,5.87,71.76%,60.29%,430.19,0.00%,0.14%
EWZ,iShares MSCI Brazil ETF,Equity,"$11,154,941,202.00 ",1.14%,"23,728,776",$47.99 ,-0.87%,No,No,1.64%,8.93%,20.59%,55.58%,54.10%,$0.00 ,$0.00 ,"$630,173,696.50 ","$1,416,458,090.00 ","$4,669,949,259.50 ","$4,993,634,225.50 ",Latin America Equities,7/10/2000,0.59%,TD Ameritrade,$1.21 ,12/30/2019,$0.10 ,2.49%,15.85,0.72,56,51.77%,35%,15%,1099,$42.94 ,$48.78 ,N/A,N/A,68.86,B+,A+,B-,C+,B+,B,A-,3.31,27.72%,10.12%,225.48,6.07%,1.69%
